FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type,transaction_velocity,sent_transaction_ratio,received_transaction_ratio,incoming_counterparty_density,outgoing_counterparty_density,average_total_value,average_sent_value,average_received_value,outgoing_incoming_value_ratio,contract_transaction_ratio,created_contract_ratio,erc20_transaction_ratio,erc20_incoming_outgoing_ratio,erc20_sent_counterparty_density,erc20_received_counterparty_density,activity_hours,transactions_per_hour
0,32.45,12921.57,129540.15,10,10,0,2,1,1.000052,1.014875,1.004819,0.999088,1.01417,1.004055,0.0,0.0,0.0,20,10.04055439,10.04819041,0.0,0.007636018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00015439228687013254,0.5,0.5,0.2,0.1,1.0044372400000001,1.004055439,1.004819041,0.9992400601811446,0.0,0.0,0.0,0.0,0.0,0.0,2159.0025,0.009263537212207953
0,3716.41,1448.09,385961.98,8,246,0,4,3,0.118061,81.38600000000002,3.381313,0.01,300.0,103.974875,0.0,0.0,0.0,254,831.799,831.8030477000002,0.0,0.004047714,8.0,6193.025913,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4035.631891,774.128239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,UNKNOWN,XENON,0.0006580959088250092,0.031496062992125984,0.968503937007874,0.016260162601626018,0.375,6.549614361023623,103.974875,3.381313202032521,0.9999951338240327,0.0,0.0,0.031496062992125984,0.0,0.0,0.875,6432.699666666666,0.03948575452950055
0,0.0,12431.27,198900.25,0,16,1,4,0,0.0,1.002069,0.769166,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,12.30665958,0.0,12.30665958,2.0,0.181283664,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0753669999999999,0.105917,0.090642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,DATAcoin,8.546997804175711e-05,0.0,0.9411764705882353,0.25,0.0,0.7239211517647058,0.0,0.76916622375,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,1.0,3315.0041666666666,0.005128198682505427
0,9520.7,5776.32,78197.58,7,2,0,2,4,0.095,0.265159,0.180079,0.0,0.133441,0.037563,0.0,0.0,0.0,9,0.262941117,0.36015854,0.0,0.097217423,3.0,8.001,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.001,5.0,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,PoSToken,0.0001150930757703755,0.7777777777777778,0.2222222222222222,1.0,0.5714285714285714,0.06923329522222223,0.03756301671428571,0.18007927,0.7300704767406042,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1303.2930000000001,0.006905584546222529
0,14106.66,3742.82,540061.9,32,24,0,11,21,0.0,1499.9995800000004,77.125266,0.0,1100.0,102.312148,0.0,0.0,0.0,56,3273.988723,1851.0063760000005,0.0,-1422.982347,33.0,139827.7923,133086.5,0.0,4.0,23.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,118324.5,4993.849726,1e-06,118324.5,26617.3,0.0,0.0,0.0,4.0,26.0,TenXPay,KyberNetwork,0.00010369181754906243,0.5714285714285714,0.42857142857142855,0.4583333333333333,0.65625,91.51776962500001,102.31214759375,77.12526566666669,1.7687614507709286,0.0,0.0,0.5892857142857143,0.9517886094808922,0.12121212121212122,0.696969696969697,9001.031666666668,0.006221509052943745
0,757.91,11.08,25802.32,34,3,1,3,13,0.091844,1.0,0.530615,0.0,0.933444,0.044268,0.0,0.0,0.0,38,1.5051029580000002,1.591844363,0.0,0.086741405,4.0,0.0,5e-06,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,1e-06,0.0,0.0,0.0,1.0,0.0,UNKNOWN,UNKNOWN,0.0014727357849991785,0.8947368421052632,0.07894736842105263,1.0,0.38235294117647056,0.08149861371052632,0.04426773405882353,0.5306147876666667,0.9455088656804824,0.0,0.02631578947368421,0.10526315789473684,0.0,0.75,0.0,430.03866666666664,0.0883641470999507
0,3.13,4923.24,280803.43,57,57,0,2,2,0.016037,0.277689,0.204013,0.015617,0.277269,0.203593,0.0,0.0,0.0,114,11.6048114,11.6287514,0.0,0.023940002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0004059779469218022,0.5,0.5,0.03508771929824561,0.03508771929824561,0.20380318245614037,0.20359318245614036,0.20401318245614036,0.9979413095029274,0.0,0.0,0.0,0.0,0.0,0.0,4680.0571666666665,0.024358676815308133
0,27681.45,11171.03,842599.05,26,11,0,6,15,0.09,34.94,16.564688,0.0,34.9,9.896423,0.0,0.0,0.0,37,257.307,182.2115661,0.0,-75.09543387,13.0,308440.3104,307097.3104,0.0,4.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,274230.0,34271.1456,1620.0,274231.0,76774.3276,0.0,0.0,0.0,3.0,7.0,StatusNetwork,Bancor,4.3911751384006427e-05,0.7027027027027027,0.2972972972972973,0.5454545454545454,0.5769230769230769,11.878880164864865,9.896423076923078,16.564687827272728,1.4121331894968001,0.0,0.0,0.35135135135135137,0.9956458350133991,0.3076923076923077,0.6153846153846154,14043.317500000001,0.0026347050830403855
0,770.29,3.82,2318.5,3,2,0,1,3,7.772,19.995,13.8835,3.7,20.082772,9.255226,0.0,0.0,0.0,5,27.765677,27.767,0.0,0.001323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0021565667457407807,0.6,0.4,0.5,1.0,11.1065354,9.255225666666666,13.8835,0.9999523535131631,0.0,0.0,0.0,0.0,0.0,0.0,38.641666666666666,0.12939400474444684
0,163.78,1.11,329.78,2,2,0,2,2,44.048882,56.95111800000001,50.5,0.61,100.388974,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.012129298320092184,0.5,0.5,1.0,1.0,50.49974345,50.4994869,50.5,0.9999898396039604,0.0,0.0,0.0,0.0,0.0,0.0,5.496333333333333,0.7277578992055309
0,0.0,6324.45,113840.02,0,18,1,5,0,0.0,12.782766,5.662421,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,101.9235724,0.0,101.9235724,2.0,4.983578382,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.983578,2.491789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,OmiseGO,0.00016690088424088471,0.0,0.9473684210526315,0.2777777777777778,0.0,5.364398547368421,0.0,5.662420688888889,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,1.0,1897.3336666666667,0.010014053054453083
0,725.77,41108.66,292841.02,7,7,0,4,3,0.0,17.949074,8.407243,2.0,30.950276,22.441764000000006,0.0,0.0,0.0,14,157.09235049999995,58.85070376,0.0,-98.24164672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNKNOWN,ONOT,4.7807510027113e-05,0.5,0.5,0.5714285714285714,0.42857142857142855,15.424503875714281,22.44176435714285,8.407243394285715,2.669336821198278,0.0,0.0,0.07142857142857142,0.0,0.0,1.0,4880.683666666667,0.0028684506016267803
0,91.14,64.3,712.88,5,4,0,4,5,0.5,5.0,2.1875,0.377203,2.851287,1.749551,0.0,0.0,0.0,9,8.747754943,8.75,0.0,0.002245057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.012624845696330378,0.5555555555555556,0.4444444444444444,1.0,1.0,1.9441949936666667,1.7495509886,2.1875,0.999743422057143,0.0,0.0,0.0,0.0,0.0,0.0,11.881333333333334,0.7574907417798227
0,2477.34,6928.28,892782.2,8,126,0,1,2,0.013556,0.501254,0.342666,0.1,2.0,1.2625,0.0,0.0,0.0,134,10.1,43.17587621,0.0,33.07587621,16.0,2765.749578,100.0,0.0,1.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1500.0,184.383305,100.0,100.0,100.0,0.0,0.0,0.0,1.0,15.0,blockwell.ai KYC Casper Token,Tronix,0.0001500925981723202,0.05970149253731343,0.9402985074626866,0.007936507936507936,0.25,0.39758116574626867,1.2625,0.3426656842063492,0.23392692601941292,0.0,0.0,0.11940298507462686,0.036156563412481156,0.0625,0.5625,14879.703333333333,0.009005555890339212
0,0.0,13339.9,226778.27,0,17,1,6,0,0.0,11.291416,4.860215,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,82.62366163,0.0,82.62366163,3.0,4.804121022,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.920501,2.0,1.601374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,UNKNOWN,DATAcoin,7.937268416413971e-05,0.0,0.9444444444444444,0.35294117647058826,0.0,4.590203423888889,0.0,4.8602153900000005,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0.0,1.0,3779.637833333333,0.004762361049848383
0,0.0,0.0,30.65,1,1,0,1,1,4.999,4.999,4.999,4.99774,4.99774,4.99774,0.0,0.0,0.0,2,4.99774,4.999,0.0,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.06525285481239805,0.5,0.5,1.0,1.0,4.9983699999999995,4.99774,4.999,0.9997479495899181,0.0,0.0,0.0,0.0,0.0,0.0,0.5108333333333334,3.9151712887438825
0,1797.42,60933.08,330187.83,82,3,0,3,7,0.0,30.0,11.666667,0.0,30.0,0.760256,0.0,0.0,0.0,85,62.341,35.0,0.0,-27.341,11.0,1473.843474,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,600.0,133.98577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,UNKNOWN,XENON,0.0002574292335365601,0.9647058823529412,0.03529411764705882,1.0,0.08536585365853659,1.1451882352941178,0.7602560975609757,11.666666666666666,1.7811714285714286,0.0,0.0,0.12941176470588237,0.0,0.0,0.7272727272727273,5503.1305,0.015445754012193605
0,0.0,0.0,68.87,1,1,0,1,1,0.5476489999999999,0.5476489999999999,0.5476489999999999,0.546389,0.546389,0.546389,0.0,0.0,0.0,2,0.54638892,0.54764892,0.0,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.029040220705677362,0.5,0.5,1.0,1.0,0.54701892,0.54638892,0.54764892,0.9976992559393707,0.0,0.0,0.0,0.0,0.0,0.0,1.1478333333333335,1.7424132423406415
0,155.22,112602.93,338429.65,4,3,0,3,3,0.0,2.337156,1.512385,2.0,2.379635,2.104909,0.0,0.0,0.0,7,8.419634776,4.5371564000000015,0.0,-3.882478376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0683766921722134e-05,0.5714285714285714,0.42857142857142855,1.0,0.75,1.8509701680000004,2.104908694,1.5123854666666672,1.8557074153317699,0.0,0.0,0.0,0.0,0.0,0.0,5640.494166666667,0.001241026015303328
0,14626.26,6594.93,955278.0,59,14,0,7,34,0.00979,1100.0,167.979641,0.0,500.0,43.052269,0.0,0.0,0.0,73,2540.083853,2351.714972,0.0,-188.368881,48.0,1555219.09,1545239.0280000004,0.0,12.0,26.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,322932.1604,47127.8512,0.0,1230000.0,103015.9352,0.0,0.0,0.0,11.0,23.0,EOS,StatusNetwork,7.641754546843955e-05,0.8082191780821918,0.1917808219178082,0.5,0.576271186440678,67.01094280821917,43.052268694915256,167.97964085714287,1.0800985167176969,0.0,0.0,0.6575342465753424,0.9935828578338762,0.25,0.5416666666666666,15921.3,0.004585052728106374
0,0.0,5498.63,291427.53,0,53,1,4,0,0.0,1.002204,0.504895,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,26.75944516,0.0,26.75944516,2.0,0.55819781,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.10587,0.452328,0.279099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,DATAcoin,0.00018529477980340427,0.0,0.9814814814814815,0.07547169811320754,0.0,0.4955452807407407,0.0,0.5048951916981131,0.0,0.0,0.018518518518518517,0.037037037037037035,0.0,0.0,1.0,4857.1255,0.011117686788204257
0,3.33,51068.75,561789.58,10,11,0,8,1,0.022663,20.799,5.11114,0.923126,20.797915,5.621492,0.0,0.0,0.0,21,56.21491815,56.22253457,0.0,0.00761642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.7380543797198946e-05,0.47619047619047616,0.5238095238095238,0.7272727272727273,0.1,5.354164415238095,5.621491815000001,5.111139506363636,0.9998645308316629,0.0,0.0,0.0,0.0,0.0,0.0,9363.159666666666,0.0022428326278319368
0,1128.56,0.0,2257.12,2,1,0,1,2,1.7479810000000002,1.7479810000000002,1.7479810000000002,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.74798122,0.0,1.74798122,10.0,327.9083121000001,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,290.214723,32.790831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,UNKNOWN,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY,0.0013291273835684412,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5826604066666666,0.0,1.74798122,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.8,37.61866666666666,0.07974764301410649
0,2152.95,680.22,22889.93,10,2,0,1,6,0.05,0.1,0.075,0.0,0.060734,0.011073,0.0,0.0,0.0,12,0.110734264,0.15,0.0,0.039265736,2.0,1e-12,1e-11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,UNKNOWN,UNKNOWN,0.0005242479990109187,0.8333333333333334,0.16666666666666666,0.5,0.6,0.021727855333333334,0.0110734264,0.075,0.7382284266666667,0.0,0.0,0.16666666666666666,10.0,0.5,0.5,381.4988333333333,0.03145487994065513
0,0.0,648.26,449889.15,0,694,1,4,0,0.0,22.0,1.618731,0.0,0.0,0.0,0.0,0.0,0.0,695,0.0,1123.399095,0.0,1123.399095,2.0,0.532864637,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.082576,0.4502890000000001,0.266432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,DATAcoin,0.0015448249863327444,0.0,0.9985611510791367,0.005763688760806916,0.0,1.6164015755395684,0.0,1.6187306844380402,0.0,0.0,0.0014388489208633094,0.0028776978417266188,0.0,0.0,1.0,7498.1525,0.09268949917996466
0,45.91,58.88,450106.65,5970,2989,0,1337,2212,0.0,3140.99958,74.622817,0.0,3900.0,37.84572100000001,0.0,0.0,0.0,8959,225938.9558,223047.6014,0.0,-2891.354427,325.0,139793.7886,137260.2674,0.0,21.0,295.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,72838.70935,470.686157,0.0,93524.52194,4902.152406,0.0,0.0,0.0,6.0,15.0,ICO,Storj,0.019904171600219636,0.6663690143989285,0.3336309856010716,0.44730679156908665,0.37051926298157456,50.115700100457644,37.84572123953099,74.6228174640348,1.0129629477378455,0.0,0.0,0.03627637013059493,0.9818767255299926,0.06461538461538462,0.9076923076923077,7501.7775,1.1942502960131782
0,0.0,0.0,4.87,1,1,0,1,1,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.003,0.0,0.003,2.0,3.75e-12,5e-15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,bitqy,bitqy,0.4106776180698152,0.5,0.5,1.0,1.0,0.0015,0.0,0.003,0.0,0.0,0.0,1.0,0.0013333333333333333,0.5,0.5,0.08116666666666666,24.640657084188913
0,1067.84,128.81,636162.82,68,4375,0,1,4,0.443993,3.602495,1.055731,0.0,520.8121679999998,67.923395,0.0,0.0,0.0,4443,4618.790832,4618.823828000001,0.0,0.03299662,10.0,1444.347483,4.431401966,0.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,768.42897,180.543435,2.2155,2.2159020000000003,2.215701,0.0,0.0,0.0,1.0,8.0,OmiseGO,XENON,0.006984061093039043,0.015304974116587891,0.9846950258834121,0.00022857142857142857,0.058823529411764705,2.0791390186810714,67.92339458823528,1.0557311606857147,0.9999928561899672,0.0,0.0,0.0022507314877335135,0.003068099621564543,0.2,0.8,10602.713666666667,0.4190436655823426
0,1051.87,85496.6,345142.02,3,4,0,2,3,0.0,3.508474,1.395953,0.0069999999999999,5.544,3.683667,0.0,0.0,0.0,7,11.050999999999998,5.583810700000001,0.0,-5.467189299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0281506146368383e-05,0.42857142857142855,0.5714285714285714,0.5,1.0,2.3764015285714284,3.683666666666666,1.3959526750000002,1.9791143707647534,0.0,0.0,0.0,0.0,0.0,0.0,5752.367,0.0012168903687821031
0,2.12,0.92,21206.93,9996,4,3,3,2,1.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10003,0.0,44.0,0.0,44.0,35.0,3106124509.0,100.0,0.0,1.0,25.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1553054037.0,91356603.2,100.0,100.0,100.0,0.0,0.0,0.0,1.0,29.0,blockwell.ai KYC Casper Token,Beauty Coin,0.47168543490264736,0.9993002099370188,0.00039988003598920324,0.75,0.00020008003201280514,0.004398680395881235,0.0,11.0,0.0,0.0,0.00029991002699190244,0.0034989503149055285,3.2194459594343327e-08,0.02857142857142857,0.7142857142857143,353.4488333333333,28.301126094158846
