FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type,sent_transaction_ratio,incoming_counterparty_density,outgoing_counterparty_density,average_total_value,average_sent_value,average_received_value,created_contract_ratio,erc20_transaction_ratio,erc20_sent_counterparty_density,erc20_received_counterparty_density,activity_hours,log_outgoing_incoming_value_ratio,log_erc20_incoming_outgoing_ratio
0,3.13,4923.24,280803.43,57,57,0,2,2,0.016037,0.277689,0.204013,0.015617,0.277269,0.203593,0.0,0.0,0.0,114,11.6048114,11.6287514,0.0,0.023940002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0350877192982456,0.0350877192982456,0.2038031824561403,0.2035931824561403,0.2040131824561403,0.0,0.0,0.0,0.0,4680.0571666666665,0.6921173051717596,0.0
0,27681.45,11171.03,842599.05,26,11,0,6,15,0.09,34.94,16.564688,0.0,34.9,9.896423,0.0,0.0,0.0,37,257.307,182.2115661,0.0,-75.09543387,13.0,308440.3104,307097.3104,0.0,4.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,274230.0,34271.1456,1620.0,274231.0,76774.3276,0.0,0.0,0.0,3.0,7.0,StatusNetwork,Bancor,0.7027027027027027,0.5454545454545454,0.5769230769230769,11.878880164864864,9.896423076923078,16.564687827272728,0.0,0.3513513513513513,0.3076923076923077,0.6153846153846154,14043.3175,0.8805114968664336,0.6909677247773636
0,770.29,3.82,2318.5,3,2,0,1,3,7.772,19.995,13.8835,3.7,20.082772,9.255226,0.0,0.0,0.0,5,27.765677,27.767,0.0,0.001323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,0.5,1.0,11.1065354,9.255225666666666,13.8835,0.0,0.0,0.0,0.0,38.641666666666666,0.693123357032749,0.0
0,163.78,1.11,329.78,2,2,0,2,2,44.048882,56.95111800000001,50.5,0.61,100.388974,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,50.49974345,50.4994869,50.5,0.0,0.0,0.0,0.0,5.496333333333333,0.6931421003490212,0.0
0,0.0,6324.45,113840.02,0,18,1,5,0,0.0,12.782766,5.662421,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,101.9235724,0.0,101.9235724,2.0,4.983578382,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.983578,2.491789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,OmiseGO,0.0,0.2777777777777778,0.0,5.364398547368421,0.0,5.662420688888889,0.0526315789473684,0.1052631578947368,0.0,1.0,1897.3336666666669,0.0,0.0
0,725.77,41108.66,292841.02,7,7,0,4,3,0.0,17.949074,8.407243,2.0,30.950276,22.441764000000006,0.0,0.0,0.0,14,157.09235049999995,58.85070376,0.0,-98.24164672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNKNOWN,ONOT,0.5,0.5714285714285714,0.4285714285714285,15.42450387571428,22.44176435714285,8.407243394285715,0.0,0.0714285714285714,0.0,1.0,4880.683666666667,1.3000109430670153,0.0
0,91.14,64.3,712.88,5,4,0,4,5,0.5,5.0,2.1875,0.377203,2.851287,1.749551,0.0,0.0,0.0,9,8.747754943,8.75,0.0,0.002245057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5555555555555556,1.0,1.0,1.9441949936666667,1.7495509886,2.1875,0.0,0.0,0.0,0.0,11.881333333333334,0.6930188833587828,0.0
0,2477.34,6928.28,892782.2,8,126,0,1,2,0.013556,0.501254,0.342666,0.1,2.0,1.2625,0.0,0.0,0.0,134,10.1,43.17587621,0.0,33.07587621,16.0,2765.749578,100.0,0.0,1.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1500.0,184.383305,100.0,100.0,100.0,0.0,0.0,0.0,1.0,15.0,blockwell.ai KYC Casper Token,Tronix,0.0597014925373134,0.0079365079365079,0.25,0.3975811657462686,1.2625,0.3426656842063492,0.0,0.1194029850746268,0.0625,0.5625,14879.703333333331,0.2102017065656195,0.035518255404383706
0,0.0,13339.9,226778.27,0,17,1,6,0,0.0,11.291416,4.860215,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,82.62366163,0.0,82.62366163,3.0,4.804121022,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.920501,2.0,1.601374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,UNKNOWN,DATAcoin,0.0,0.3529411764705882,0.0,4.590203423888889,0.0,4.8602153900000005,0.0555555555555555,0.1666666666666666,0.0,1.0,3779.637833333333,0.0,0.0
0,0.0,0.0,30.65,1,1,0,1,1,4.999,4.999,4.999,4.99774,4.99774,4.99774,0.0,0.0,0.0,2,4.99774,4.999,0.0,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,4.99837,4.99774,4.999,0.0,0.0,0.0,0.0,0.5108333333333334,0.6930211474130609,0.0
0,1797.42,60933.08,330187.83,82,3,0,3,7,0.0,30.0,11.666667,0.0,30.0,0.760256,0.0,0.0,0.0,85,62.341,35.0,0.0,-27.341,11.0,1473.843474,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,600.0,133.98577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,UNKNOWN,XENON,0.9647058823529412,1.0,0.0853658536585365,1.1451882352941178,0.7602560975609757,11.666666666666666,0.0,0.1294117647058823,0.0,0.7272727272727273,5503.1305,1.0228722161320791,0.0
0,0.0,0.0,68.87,1,1,0,1,1,0.5476489999999999,0.5476489999999999,0.5476489999999999,0.546389,0.546389,0.546389,0.0,0.0,0.0,2,0.54638892,0.54764892,0.0,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,0.54701892,0.54638892,0.54764892,0.0,0.0,0.0,0.0,1.1478333333333337,0.6919961463438379,0.0
0,155.22,112602.93,338429.65,4,3,0,3,3,0.0,2.337156,1.512385,2.0,2.379635,2.104909,0.0,0.0,0.0,7,8.419634776,4.5371564000000015,0.0,-3.882478376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5714285714285714,1.0,0.75,1.8509701680000004,2.104908694,1.5123854666666672,0.0,0.0,0.0,0.0,5640.494166666667,1.0493195936173023,0.0
0,14626.26,6594.93,955278.0,59,14,0,7,34,0.00979,1100.0,167.979641,0.0,500.0,43.052269,0.0,0.0,0.0,73,2540.083853,2351.714972,0.0,-188.368881,48.0,1555219.09,1545239.0280000004,0.0,12.0,26.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,322932.1604,47127.8512,0.0,1230000.0,103015.9352,0.0,0.0,0.0,11.0,23.0,EOS,StatusNetwork,0.8082191780821918,0.5,0.576271186440678,67.01094280821917,43.052268694915256,167.97964085714287,0.0,0.6575342465753424,0.25,0.5416666666666666,15921.3,0.732415256398182,0.6899334509754514
0,0.0,5498.63,291427.53,0,53,1,4,0,0.0,1.002204,0.504895,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,26.75944516,0.0,26.75944516,2.0,0.55819781,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.10587,0.452328,0.279099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,DATAcoin,0.0,0.0754716981132075,0.0,0.4955452807407407,0.0,0.5048951916981131,0.0185185185185185,0.037037037037037,0.0,1.0,4857.1255,0.0,0.0
0,3.33,51068.75,561789.58,10,11,0,8,1,0.022663,20.799,5.11114,0.923126,20.797915,5.621492,0.0,0.0,0.0,21,56.21491815,56.22253457,0.0,0.00761642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4761904761904761,0.7272727272727273,0.1,5.354164415238095,5.621491815000001,5.111139506363636,0.0,0.0,0.0,0.0,9363.159666666666,0.6930794436816863,0.0
0,1128.56,0.0,2257.12,2,1,0,1,2,1.7479810000000002,1.7479810000000002,1.7479810000000002,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.74798122,0.0,1.74798122,10.0,327.9083121000001,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,290.214723,32.790831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,UNKNOWN,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY,0.6666666666666666,1.0,1.0,0.5826604066666666,0.0,1.74798122,0.0,3.333333333333333,0.0,0.8,37.61866666666666,0.0,0.0
0,2152.95,680.22,22889.93,10,2,0,1,6,0.05,0.1,0.075,0.0,0.060734,0.011073,0.0,0.0,0.0,12,0.110734264,0.15,0.0,0.039265736,2.0,1e-12,1e-11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,UNKNOWN,UNKNOWN,0.8333333333333334,0.5,0.6,0.0217278553333333,0.0110734264,0.075,0.0,0.1666666666666666,0.5,0.5,381.4988333333333,0.5528664489702637,2.3978952727983707
0,0.0,648.26,449889.15,0,694,1,4,0,0.0,22.0,1.618731,0.0,0.0,0.0,0.0,0.0,0.0,695,0.0,1123.399095,0.0,1123.399095,2.0,0.532864637,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.082576,0.4502890000000001,0.266432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,DATAcoin,0.0,0.0057636887608069,0.0,1.6164015755395684,0.0,1.6187306844380402,0.0014388489208633,0.0028776978417266,0.0,1.0,7498.1525,0.0,0.0
0,45.91,58.88,450106.65,5970,2989,0,1337,2212,0.0,3140.99958,74.622817,0.0,3900.0,37.84572100000001,0.0,0.0,0.0,8959,225938.9558,223047.6014,0.0,-2891.354427,325.0,139793.7886,137260.2674,0.0,21.0,295.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,72838.70935,470.686157,0.0,93524.52194,4902.152406,0.0,0.0,0.0,6.0,15.0,ICO,Storj,0.6663690143989285,0.4473067915690866,0.3705192629815745,50.11570010045765,37.84572123953099,74.6228174640348,0.0,0.0362763701305949,0.0646153846153846,0.9076923076923076,7501.7775,0.6996077399993537,0.6840442369654057
0,0.0,0.0,4.87,1,1,0,1,1,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.003,0.0,0.003,2.0,3.75e-12,5e-15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,bitqy,bitqy,0.5,1.0,1.0,0.0015,0.0,0.003,0.0,1.0,0.5,0.5,0.0811666666666666,0.0,0.0013324452337785864
0,1067.84,128.81,636162.82,68,4375,0,1,4,0.443993,3.602495,1.055731,0.0,520.8121679999998,67.923395,0.0,0.0,0.0,4443,4618.790832,4618.823828000001,0.0,0.03299662,10.0,1444.347483,4.431401966,0.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,768.42897,180.543435,2.2155,2.2159020000000003,2.215701,0.0,0.0,0.0,1.0,8.0,OmiseGO,XENON,0.0153049741165878,0.0002285714285714,0.0588235294117647,2.0791390186810714,67.92339458823528,1.0557311606857147,0.0,0.0022507314877335,0.2,0.8,10602.713666666668,0.6931436086485497,0.003063402608737103
0,1051.87,85496.6,345142.02,3,4,0,2,3,0.0,3.508474,1.395953,0.0069999999999999,5.544,3.683667,0.0,0.0,0.0,7,11.050999999999998,5.583810700000001,0.0,-5.467189299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4285714285714285,0.5,1.0,2.3764015285714284,3.683666666666666,1.3959526750000002,0.0,0.0,0.0,0.0,5752.367,1.0916260653287717,0.0
0,2.12,0.92,21206.93,9996,4,3,3,2,1.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10003,0.0,44.0,0.0,44.0,35.0,3106124509.0,100.0,0.0,1.0,25.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1553054037.0,91356603.2,100.0,100.0,100.0,0.0,0.0,0.0,1.0,29.0,blockwell.ai KYC Casper Token,Beauty Coin,0.9993002099370188,0.75,0.0002000800320128,0.0043986803958812,0.0,11.0,0.0002999100269919,0.0034989503149055,0.0285714285714285,0.7142857142857143,353.4488333333333,0.0,3.219445907610172e-08
0,17441.04,1245.91,160707.1,9,3,0,2,4,1.0,49.995,18.996667,0.0,20.0,6.226376,0.0,0.0,0.0,12,56.03738689,56.99,0.0,0.952613114,13.0,122017.8964,120100.0,0.0,1.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,60716.0,12201.78964,100.0,100000.0,40033.33333,0.0,0.0,0.0,1.0,9.0,SONM,SONM,0.75,0.6666666666666666,0.4444444444444444,9.4189489075,6.226376321111111,18.996666666666663,0.0,1.0833333333333333,0.0769230769230769,0.4615384615384615,2678.451666666667,0.6847543373589486,0.6852570569536403
0,45561.42,26284.49,802574.4,13,8,0,7,5,0.0,45.4,21.925,0.0,99.0,20.32769200000001,0.0,0.0,0.0,21,264.26,175.4,0.0,-88.86,15.0,21167.384,636100.0,0.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,20180.614,2645.923,2500.0,300000.0,90871.42857,0.0,0.0,0.0,2.0,6.0,BAT,NEVERDIE,0.6190476190476191,0.875,0.3846153846153846,20.936190476190475,20.327692307692303,21.925,0.0,0.7142857142857143,0.2666666666666666,0.4,13376.24,0.9189326209938883,3.435629406440744
0,379.78,56424.63,339687.12,3,6,0,6,1,0.0,1.515068,0.888941,4.5,4.5,4.5,0.0,0.0,0.0,9,13.5,5.333648999999999,0.0,-8.166350999999999,13.0,53070.89588,0.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,52417.0,4082.376606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,UNKNOWN,Tronix,0.3333333333333333,1.0,0.3333333333333333,2.092627666666667,4.5,0.8889414999999999,0.0,1.4444444444444444,0.0,0.7692307692307693,5661.452,1.2616094910856068,0.0
0,1478.05,51541.26,355017.02,33,6,0,3,11,0.0,51.0,9.803306,0.0,20.0,2.307983,0.0,0.0,0.0,39,76.16345259,58.81983438,0.0,-17.34361821,7.0,25000.0,27500.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1e-06,25000.0,12500.0,0.0,15000.0,5500.0,0.0,0.0,0.0,4.0,2.0,StatusNetwork,StatusNetwork,0.8461538461538461,0.5,0.3333333333333333,3.461109922307692,2.307983411818182,9.80330573,0.0,0.1794871794871795,0.4285714285714285,0.1428571428571428,5916.950333333333,0.8306718531393849,0.7419373447293773
0,164.22,0.0,328.45,2,1,0,1,2,101.0,101.0,101.0,1.335323,99.663651,50.499487,0.0,0.0,0.0,3,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,1.0,67.33299126666667,50.4994869,101.0,0.0,0.0,0.0,0.0,5.474166666666666,0.6931421003490212,0.0
